yorum,aspect,sentiment
çok beğendim. apple bilgisayar için son derece ekonomik ve kullanışlı bir bilgisayar...,fiyat,pozitif
Mükemmel, renk güzel,kargo hızlıydı teşekkürler,genel,pozitif
Mükemmel, renk güzel,kargo hızlıydı teşekkürler,kargo,pozitif
gayet güzel bir şekilde elimize geçti.ambalj paketi güzel di,kargo,pozitif
gayet güzel bir şekilde elimize geçti.ambalj paketi güzel di,ambalaj,pozitif
MacBook kalitesi harika,kalite,pozitif
Sorunsuz bir şekilde elimize ulaştı teşekkürler trendyol,kargo,pozitif
Mükemmel düşünmeden alın çok güzel bir ürün kendime aldım her şeyi yapabilirsiniz bu macbookta harika,genel,pozitif
Hızlı ve ambalajı sağlam sıkıntısız bir şekilde geldi ve memnunum,kargo,pozitif
Hızlı ve ambalajı sağlam sıkıntısız bir şekilde geldi ve memnunum,ambalaj,pozitif
Hızlı ve ambalajı sağlam sıkıntısız bir şekilde geldi ve memnunum,genel,pozitif
yaptığım ilk şey sims yüklemek oldu çok hızlı fan sesi çıkaran 30 kilo eski bilgisayarımdan sonra çok iyi geldi,genel,pozitif
Ürünü zaten anlatmaya gerek yok satıcıya da çok teşekkürler paketleme kargo çok iyiydi,genel,pozitif
Ürünü zaten anlatmaya gerek yok satıcıya da çok teşekkürler paketleme kargo çok iyiydi,ambalaj,pozitif
Ürünü zaten anlatmaya gerek yok satıcıya da çok teşekkürler paketleme kargo çok iyiydi,kargo,pozitif
Ürün paketlemesi çok güzel ve problemsiz geldi 👍,ambalaj,pozitif
Ürün paketlemesi çok güzel ve problemsiz geldi 👍,kargo,pozitif
çok incecik ve çok kullanışlı zamanında teslimat teşekurler,genel,pozitif
çok incecik ve çok kullanışlı zamanında teslimat teşekurler,kargo,pozitif
Alalı 2 hafta oldu.Şimdilik memnunum.Kullanımı kolay.Korunaklı bir şekilde geldi.Şarjı fulltime kullanmıyorsanız epey uzun süre gidiyor.Isınmıyor ve ses yapmıyo,genel,pozitif
Alalı 2 hafta oldu.Şimdilik memnunum.Kullanımı kolay.Korunaklı bir şekilde geldi.Şarjı fulltime kullanmıyorsanız epey uzun süre gidiyor.Isınmıyor ve ses yapmıyo,kargo,pozitif
Alalı 2 hafta oldu.Şimdilik memnunum.Kullanımı kolay.Korunaklı bir şekilde geldi.Şarjı fulltime kullanmıyorsanız epey uzun süre gidiyor.Isınmıyor ve ses yapmıyo,batarya,pozitif
Alalı 2 hafta oldu.Şimdilik memnunum.Kullanımı kolay.Korunaklı bir şekilde geldi.Şarjı fulltime kullanmıyorsanız epey uzun süre gidiyor.Isınmıyor ve ses yapmıyo,ses_goruntu,pozitif
uzun araştırmalar sonucunda bu bilgisayarı almaya karar verdim.çok memnunum...,genel,pozitif
Kızım ses vs görüntü kalitesinin çok iyi olduğunu söyledi tavsiye ediyoruz 👏😍,ses_goruntu,pozitif
Gayet güvenilir ve uygun fiyatlı aldım 10 aydır kullanıyorum teşekkürler,fiyat,pozitif
Gayet güvenilir ve uygun fiyatlı aldım 10 aydır kullanıyorum teşekkürler,genel,pozitif
Sorunsuz geldii çok hoşş 🥰,kargo,pozitif
Sorunsuz geldii çok hoşş 🥰,genel,pozitif
Paketlemesi çok iyiydi garanti sorgulamasını direkt apple müşteri hizmetleriyle yaptım teşekkürler,ambalaj,pozitif
Paketlemesi çok iyiydi garanti sorgulamasını direkt apple müşteri hizmetleriyle yaptım teşekkürler,genel,pozitif
Elime sorunsuz ulaştı kargo hızlı teşekkürler Trendyol,kargo,pozitif
Paketlemesini çok iyiydi sorunsuz elime ulaştı çok tereddütt etmiştim...,ambalaj,pozitif
Paketlemesini çok iyiydi sorunsuz elime ulaştı çok tereddütt etmiştim...,kargo,pozitif
paketleme çok iyiydi. verdiği tarihten de önce geldi. çok memnun kaldım tavsiye ederim,ambalaj,pozitif
paketleme çok iyiydi. verdiği tarihten de önce geldi. çok memnun kaldım tavsiye ederim,kargo,pozitif
paketleme çok iyiydi. verdiği tarihten de önce geldi. çok memnun kaldım tavsiye ederim,genel,pozitif
aşırı güzel apple kalitesini hicbir seye değişmem ben bi sıkıntı yasamadım garanti konusunda vs sadece dizi ve video izlemek icin kullanıyorum,genel,pozitif
aşırı güzel apple kalitesini hicbir seye değişmem ben bi sıkıntı yasamadım garanti konusunda vs sadece dizi ve video izlemek icin kullanıyorum,kalite,pozitif
kısa sürede elime ulaştı çok memnunum,kargo,pozitif
kısa sürede elime ulaştı çok memnunum,genel,pozitif
çok güzel paketlenmişti 2 günde elimde oldu satıcıya teşekkürler,ambalaj,pozitif
çok güzel paketlenmişti 2 günde elimde oldu satıcıya teşekkürler,kargo,pozitif
Hızlı ve eksiksiz ulaştı teşekkürler,kargo,pozitif
çok kararsizdim ama yorumlara bakarak aldım uzay grisi rengi tam istediğim gibi geldi,genel,pozitif
apple kalitesi mükemmel şarj kullanım süresi de harika,kalite,pozitif
apple kalitesi mükemmel şarj kullanım süresi de harika,batarya,pozitif
Gayet güzel bir paketleme ile geldi tercih edebilirsiniz,ambalaj,pozitif
Çok begendim ince kullanışlı kesinlikle alın kaliteli,genel,pozitif
Çok begendim ince kullanışlı kesinlikle alın kaliteli,kalite,pozitif
Ürün çok iyi paketlenmiş ve kaliteli bir ürün. Zamanında teslimi sağlandı...,ambalaj,pozitif
Ürün çok iyi paketlenmiş ve kaliteli bir ürün. Zamanında teslimi sağlandı...,kalite,pozitif
Ürün çok iyi paketlenmiş ve kaliteli bir ürün. Zamanında teslimi sağlandı...,kargo,pozitif
"ben ofis ve okul için aldım, özellikle şarjı çok iyi gidiyor",batarya,pozitif
Apple kalitesi zaten bildiğimiz bir şey pil saati çok iyi benim gibi ders çalışanlar için sürekli prizde kullanmayıp her yere götürebilmek çok avantaj,kalite,pozitif
Apple kalitesi zaten bildiğimiz bir şey pil saati çok iyi benim gibi ders çalışanlar için sürekli prizde kullanmayıp her yere götürebilmek çok avantaj,batarya,pozitif
severek kullanıyorum teşekkürlerr,genel,pozitif
çok kullanışlı kalite çok begendim aşırı iyi,genel,pozitif
çok kullanışlı kalite çok begendim aşırı iyi,kalite,pozitif
Ürün çok başarılı akademi için çok uygun 💕,genel,pozitif
Kutusunda çok güzel geldi ve orjinal çok teşekkürler trendyol💐,ambalaj,pozitif
Kutusunda çok güzel geldi ve orjinal çok teşekkürler trendyol💐,genel,pozitif
Sorunsuz alışveriş. Laptop zaten mükemmel.,genel,pozitif
Ablama doğum günü hediyesi olarak aldım çok mutlu oldu sorunsuz geldi paketleme güzeldi,kargo,pozitif
Ablama doğum günü hediyesi olarak aldım çok mutlu oldu sorunsuz geldi paketleme güzeldi,ambalaj,pozitif
bayıldım çok güzel uzun zamandır istiyordum çok iyi paketlenmişti hiçbir hasar yoktu bütün belgeleri faturaları içindeydi kurulumu da gayet basitti öğrenciyim y,genel,pozitif
bayıldım çok güzel uzun zamandır istiyordum çok iyi paketlenmişti hiçbir hasar yoktu bütün belgeleri faturaları içindeydi kurulumu da gayet basitti öğrenciyim y,ambalaj,pozitif
🍏Severek kullanıyoruz.,genel,pozitif
güzel ürün sorunsuzdu güzel paketlenmisti,genel,pozitif
güzel ürün sorunsuzdu güzel paketlenmisti,ambalaj,pozitif
Elime sorunsuz ulaştı hızlı kargo ve paketlenmesi çok iyiydi,kargo,pozitif
Elime sorunsuz ulaştı hızlı kargo ve paketlenmesi çok iyiydi,ambalaj,pozitif
İlk defa MacBook kullanıyorum. Çok beğendim. Çok hızlı ve Premium hissettiriyor...,genel,pozitif
Elime sorunsuz ulaştı paketlemesi de iyiydi teşekkürler,kargo,pozitif
Elime sorunsuz ulaştı paketlemesi de iyiydi teşekkürler,ambalaj,pozitif
"İlk apple bilgisayarım, piyasada 22k iken 18.5e aldım trendyol satıcısından...",fiyat,pozitif
"İlk apple bilgisayarım, piyasada 22k iken 18.5e aldım trendyol satıcısından...",genel,pozitif
everyone garantisinde sıkıntı yaşamış ama ben hiçbir şekilde sıkıntı yaşamadım...,genel,pozitif
"Babamın özür hediyesiydi, paketleme iyiydi ürüne zaten diyecek bir şey yok çok güzel.",ambalaj,pozitif
"Babamın özür hediyesiydi, paketleme iyiydi ürüne zaten diyecek bir şey yok çok güzel.",genel,pozitif
Beğendim satıcının paketlemesi de iyiydi,genel,pozitif
Beğendim satıcının paketlemesi de iyiydi,ambalaj,pozitif
Çok memnunum şarjı uzun gidiyor ve sağlam. Fazla sekmelerde kasma olmuyor AMA microsofta alışmış biri olarak kullanımda çok zorlanıyorum...,batarya,pozitif
Çok memnunum şarjı uzun gidiyor ve sağlam. Fazla sekmelerde kasma olmuyor AMA microsofta alışmış biri olarak kullanımda çok zorlanıyorum...,kalite,pozitif
Çok memnunum şarjı uzun gidiyor ve sağlam. Fazla sekmelerde kasma olmuyor AMA microsofta alışmış biri olarak kullanımda çok zorlanıyorum...,genel,notr
Hayatımda aldığım en en doğru karar mac almakkk çok memnunummm,genel,pozitif
En uygun buradaydi. Ancak garanti tarihi eylülde almama ragmen...,fiyat,pozitif
En uygun buradaydi. Ancak garanti tarihi eylülde almama ragmen...,genel,negatif
Sorunsuz ve sağlam bir şekilde geldi paketleme gayet güzeldi,kargo,pozitif
Sorunsuz ve sağlam bir şekilde geldi paketleme gayet güzeldi,ambalaj,pozitif
Çok iyi oğluma aldım,genel,pozitif
Hasarsız mükemmel paketleme ile geldi,kargo,pozitif
Hasarsız mükemmel paketleme ile geldi,ambalaj,pozitif
Çok iyi ve kullanışlı bir ürün,genel,pozitif
O kadar güzel kiii çok memnunumm,genel,pozitif
Bayıldımm küçük hafif ses kalitesi görüntü kalitesi harika 💖💖💖 kargo da çok özenli ve hızlıydı,genel,pozitif
Bayıldımm küçük hafif ses kalitesi görüntü kalitesi harika 💖💖💖 kargo da çok özenli ve hızlıydı,ses_goruntu,pozitif
Bayıldımm küçük hafif ses kalitesi görüntü kalitesi harika 💖💖💖 kargo da çok özenli ve hızlıydı,kargo,pozitif
Ürün gayet güzel ses kalitesi ve şarj durumu özellikle uygulamaları da gayet hızlı açıyor,genel,pozitif
Ürün gayet güzel ses kalitesi ve şarj durumu özellikle uygulamaları da gayet hızlı açıyor,ses_goruntu,pozitif
Ürün gayet güzel ses kalitesi ve şarj durumu özellikle uygulamaları da gayet hızlı açıyor,batarya,pozitif
çok memnunum,genel,pozitif
Gayet sağlam ve çabuk ulaştı elime. Çok memnunum,kalite,pozitif
Gayet sağlam ve çabuk ulaştı elime. Çok memnunum,kargo,pozitif
Gayet sağlam ve çabuk ulaştı elime. Çok memnunum,genel,pozitif
Ürün gayet iyi çok güzel geldi :),genel,pozitif
Ürün gayet iyi çok güzel geldi :),kargo,pozitif
Harika bir ürün çok tereddüt ederek almıştım. satıcı çok hızlı ve güzel paketlemişti...,genel,pozitif
Harika bir ürün çok tereddüt ederek almıştım. satıcı çok hızlı ve güzel paketlemişti...,kargo,pozitif
Harika bir ürün çok tereddüt ederek almıştım. satıcı çok hızlı ve güzel paketlemişti...,ambalaj,pozitif
üründen çok memnunum,genel,pozitif
Muazzam bir ürün trendyoldan en uygun fiyata aldım sorgulattım ürün orijinal bir sıkıntısı yok çok beğendim,genel,pozitif
Muazzam bir ürün trendyoldan en uygun fiyata aldım sorgulattım ürün orijinal bir sıkıntısı yok çok beğendim,fiyat,pozitif
Hızlı ve sorunsuz ulaştı,kargo,pozitif
aşığımmm bilgisayarıma inanılmaz rahat,genel,pozitif
"yanlış ürün gönderildi, şarj aleti de orjinal gibi durmuyor emin değilim...",genel,negatif
"yanlış ürün gönderildi, şarj aleti de orjinal gibi durmuyor emin değilim...",batarya,negatif
"yanlış ürün gönderildi, şarj aleti de orjinal gibi durmuyor emin değilim...",ambalaj,pozitif
Sadece internette gezmek için alacaksanız alın. Herhangi bir program yüklenemiyor...,genel,notr
hiç begenmedim çok yavas zaten açıp kurarken anlamalıydım sayı tuşları çalışmıyo...,genel,negatif
hiç begenmedim çok yavas zaten açıp kurarken anlamalıydım sayı tuşları çalışmıyo...,kalite,negatif
berbst kağnı,genel,negatif
arkadaşlar ürün bozuk geri gönderdim gene bana gönderdiler...,kalite,negatif
arkadaşlar ürün bozuk geri gönderdim gene bana gönderdiler...,genel,negatif
ürünü aldım ama işlemci düşük sadece ofis işleri için idare eder.,genel,notr
"google de sekmeler açtığınızda birden cok , hemen kasıyor...",genel,negatif
Kullanılmış bilgisayar gönderdiler bana başkası adına şifreli hemde...,genel,negatif
Hiçbir şekilde güvenli değil bu site indirimde aldığım ürün kargolandı ama iptal ettiler...,genel,negatif
"Açılmiş sonradan paketlenmiş bilgisayar gönderdiler, laptop'un üstünde çizik vardı...",ambalaj,negatif
"Açılmiş sonradan paketlenmiş bilgisayar gönderdiler, laptop'un üstünde çizik vardı...",kalite,negatif
kesinlikle uzak durun almayın aldırmayın aynı anda iki işlemi birden yapamıyorsunuz...,genel,negatif
EKRANDA ARADA BİR  DALGALANMALI PİKSELLEŞME VAR...,ses_goruntu,negatif
EKRANDA ARADA BİR  DALGALANMALI PİKSELLEŞME VAR...,genel,negatif
"Bana daha önce kullanılmış, kurulumu yapılmış ikinci el bilgisayar gönderdiler...",genel,negatif
ürünü satıyorlar ürün arızalandıktan sonra kesinlikle ilgi alaka sıfır...,genel,negatif
Arızalı ve kullanılmış geldi iade ettim...,kalite,negatif
Arızalı ve kullanılmış geldi iade ettim...,genel,negatif
Aldıktan 1 gün sonra 1000tl indirime girmesi canımı sıktı,fiyat,negatif
Windows 11 kurulu şekilde gelmedi ayrıca görüntü kalitesi ciddi anlamda kötü iade edeceğim,genel,negatif
Windows 11 kurulu şekilde gelmedi ayrıca görüntü kalitesi ciddi anlamda kötü iade edeceğim,ses_goruntu,negatif
bilgisayar çok aşırı yavaş. hiç bişey indirmememe  rağmen.,genel,negatif
Sayı tuşları basılı kalıyordu o yüzden iade...,kalite,negatif
Sayı tuşları basılı kalıyordu o yüzden iade...,fiyat,negatif
cihaz garantisi 7 ay önce başlamış,genel,negatif
yavaş çalışıyor nedenn,genel,negatif
Öğrenci indirimiyle aldım faturama 1111 yazmislar...,fiyat,pozitif
Öğrenci indirimiyle aldım faturama 1111 yazmislar...,genel,negatif
Anlayamadım dünden beri şarjda 1 gün kaldı nerdeyse ama şarjı açtığımda 95ti...,batarya,negatif
BÖYLE BİR REZİLLİK YOK 1 haftadır ürünü bekliyorum. kargoya verildi olarak gösterip vermediler...,kargo,negatif
Ekran goryntusu vozuldu,ses_goruntu,negatif
"Bu cihazı tavsiye etmiyorum  çok kötü, ram arttıramıyorsunuz ram ana karta sabit olduğu için büyük sorun...",genel,negatif
Çok yavaş hiç tavsiye etmiyorum bişey yapılmıyor,genel,negatif
Ofis kullanımı için aldık açılması 15 dk sürüyor...,genel,negatif
ürün arızalı çıktı,kalite,negatif
Çok yavaş çalışıyor keşke almasaydim,genel,negatif
"Ekranda kusur vardı, çizgiler vardı",ses_goruntu,negatif
Faturam yok,genel,negatif
Bilgisayar gerçekten cok donuyor iade edicem,genel,negatif
aldığım ürünün klavyesi çalışmıyor ve çok donuyor hiç beğenmedim tavsiye etmiyorum,kalite,negatif
aldığım ürünün klavyesi çalışmıyor ve çok donuyor hiç beğenmedim tavsiye etmiyorum,genel,negatif
128 gb hdd yok pcde sadece ssd takılı aşırı kasıyor...,genel,negatif
sakin almayın sürekli olarak güncelleme geliyor çok pişmanım...,genel,negatif
15 gündür bende ve aşırı kasıyor youtube dan bile video izleneceyecek kadar...,genel,negatif
"öncelikle şunu belirteyim, 5 para etmez .",genel,negatif
çok yavaş kesinlikle tavsiye etmiyorum,genel,negatif
yeni kurdum acayip yavaş ve kasıyor almanızı tavsiye etmem...,genel,negatif
faturam gönderilmedi,genel,negatif
Neden fatura iletmiyorsunuz...,genel,negatif
sıfır diye aldığım bilgisayar kullanılmış çıktı...,genel,negatif
Ürün yanlış geldi. Firma çok ilgisiz. 2 kere iade etmeme rağmen...,genel,negatif
kusurlu geldi,kalite,negatif
çok kötü çok kötü hiç tavsiye etmiyorum paranıza yazık,genel,negatif
çok kötü çok kötü hiç tavsiye etmiyorum paranıza yazık,fiyat,negatif
Çok kötü bi bilgisayar . O kadar yavaş ki youtube a zor giriyorum...,genel,negatif
Aşırı yavaş bir sayfadan başka bir sayfaya asla girmiyorsunuz sakın ama sakın almayın !,genel,negatif
ürün dün elime ulaştı ve kullanılmış murat bulut adına 2024 de dosyalar indirilmiş,genel,negatif
"rezil ettiniz beni bilgisayari iki aydır kullanıyorum. kasıyor, donuyor sürekli...",genel,negatif
Dün aldım Pc Windows 11 yüklü ve kasıyor! Herhangi bir uygulama bastığınızda rahat 10 sn bekliyorsunuz! Güzel şeyleri ise ekranı büyük ve klavyeleri güzel bu ka,genel,negatif
Dün aldım Pc Windows 11 yüklü ve kasıyor! Herhangi bir uygulama bastığınızda rahat 10 sn bekliyorsunuz! Güzel şeyleri ise ekranı büyük ve klavyeleri güzel bu ka,ses_goruntu,pozitif
Dün aldım Pc Windows 11 yüklü ve kasıyor! Herhangi bir uygulama bastığınızda rahat 10 sn bekliyorsunuz! Güzel şeyleri ise ekranı büyük ve klavyeleri güzel bu ka,kalite,pozitif
ders çalışırım diye aldım ama çok yeterli değil tavsiye etmem,genel,negatif
Ürün elime geçti ama iki gündür bilgisayarı açmakla uğraşıyorum. Sistem yüklü gelmedi onu geçtim bilgisayar ekranında sadece Lenovo yazısı var hiçbir şekilde aç,genel,negatif
Bilgisayarı kısa süreli aldım yani 1-1.5 yıl beni götürsün de yenilerim diye... Ama alalı bir hafta olmadı şu,genel,negatif
Yanlış şarj gönderilmiş beğenmedim,batarya,negatif
Yanlış şarj gönderilmiş beğenmedim,genel,negatif
aşırı yavaş ve sesi asiri az cikiyor ayrica sesde arada takılmalarda oluyor.,genel,negatif
aşırı yavaş ve sesi asiri az cikiyor ayrica sesde arada takılmalarda oluyor.,ses_goruntu,negatif
Çok donuyor 3 dkka da bir donma oluyor,genel,negatif
ürünün içine insan bir şarj aleti gonderiri cihaz elime ulaştı ama sarj aletini bulamıyoruz...,batarya,negatif
Bilgisayar güzel ama mause hediye denildi gelmedi,genel,pozitif
Bilgisayar güzel ama mause hediye denildi gelmedi,genel,negatif
sürekli donuyor yavaş çalışıyor.sistemi çok ağır çalışıyor,genel,negatif
çok yavaş çalışıyor açılması bir saat ama film ders dinlemek için güzel...,genel,negatif
çok yavaş çalışıyor açılması bir saat ama film ders dinlemek için güzel...,ses_goruntu,pozitif
çok yavaş tavsiye etmem,genel,negatif
Bi baskasini iadesini mi gonderdiler anlamadim bilgisayar acilmiyo,genel,negatif
çok beğenmedim geri iade edildi,genel,negatif
15 Kasım 2025 tarihinde teslim aldım fakat garanti 24 ay yerine 21 ay diyor... Firma telefonları açmıyor hoparlör cızı,genel,negatif
15 Kasım 2025 tarihinde teslim aldım fakat garanti 24 ay yerine 21 ay diyor... Firma telefonları açmıyor hoparlör cızı,ses_goruntu,negatif
Arkadaşlar hiçbişekilde bilgisayarın dilini Türkçeye çeviremedim,genel,notr
baya yavas.biraz daha verip daha hizli bisey alinirsa uzun yillar kullanilir.cozunurluk vs de kotu,genel,negatif
baya yavas.biraz daha verip daha hizli bisey alinirsa uzun yillar kullanilir.cozunurluk vs de kotu,ses_goruntu,negatif
Ürünü elime ulaştı çok güzel kargolama yapılmış lakin ekran karanlık bilgisayar açılıyor lakin ekran görüntüsü yok maalesef,kargo,pozitif
Ürünü elime ulaştı çok güzel kargolama yapılmış lakin ekran karanlık bilgisayar açılıyor lakin ekran görüntüsü yok maalesef,ses_goruntu,negatif
Ürün de çok donma var ve çok çabuk ısınıyor,genel,negatif
Ekran kalitesi zayıf ama kullanımı güzel . Açıkça fena değil ama istediğim performans yok.,ses_goruntu,negatif
Ekran kalitesi zayıf ama kullanımı güzel . Açıkça fena değil ama istediğim performans yok.,genel,pozitif
Ekran kalitesi zayıf ama kullanımı güzel . Açıkça fena değil ama istediğim performans yok.,genel,negatif
Çok yavaş ve düşündüğünüz gibi asla değil fp ürünü altında,genel,negatif
çok donuyor çok bssit,genel,negatif
Arkadaşlar bu kadar donması sizce normal mi ? İkinci el de benim mi haberim yok çok güzel bilgisayar ama çok donuyor bir saçmalık var,genel,negatif
Arkadaşlar bu kadar donması sizce normal mi ? İkinci el de benim mi haberim yok çok güzel bilgisayar ama çok donuyor bir saçmalık var,genel,pozitif
ürünü iade etmek durumunda kaldım. çoğu kişi iadede sorun yaşamış... ben ürünü beğenmedim asla kullanılabilir gibi değil.,genel,negatif
ki ürünü aldık aynı üründen ve aynı satıcıdan seri numarasına göre ve yetkili servis lenovo'ya göre ürün bozuk iade alındı...,kalite,negatif
ki ürünü aldık aynı üründen ve aynı satıcıdan seri numarasına göre ve yetkili servis lenovo'ya göre ürün bozuk iade alındı...,genel,negatif
Sesi çok az ekranı iyi değil pek beğenmedim maalesef,ses_goruntu,negatif
Sesi çok az ekranı iyi değil pek beğenmedim maalesef,genel,negatif
Sevmedim fiyatı pahalı,genel,negatif
Sevmedim fiyatı pahalı,fiyat,negatif
iyi değil tuhaf ses çıkıyor,genel,negatif
iyi değil tuhaf ses çıkıyor,ses_goruntu,negatif
güzel ürün okul vs işleri için uygundur.,genel,pozitif
Gayet güzel sesi kullanımı her şey çok şükür...,genel,pozitif
Gayet güzel sesi kullanımı her şey çok şükür...,ses_goruntu,pozitif
Hepsi cok iyi çok teşekkür ederim 🙏🏿,genel,pozitif
Ürün güzel sağlam geldi paketlemesi çok iyi kurulumu da kolay oldu sadece arada kasıyor ve biraz yavaş ama iş görür,genel,pozitif
Ürün güzel sağlam geldi paketlemesi çok iyi kurulumu da kolay oldu sadece arada kasıyor ve biraz yavaş ama iş görür,kargo,pozitif
Ürün güzel sağlam geldi paketlemesi çok iyi kurulumu da kolay oldu sadece arada kasıyor ve biraz yavaş ama iş görür,ambalaj,pozitif
Ürün güzel sağlam geldi paketlemesi çok iyi kurulumu da kolay oldu sadece arada kasıyor ve biraz yavaş ama iş görür,genel,negatif
Fiyat performans ürünü,fiyat,notr
fiyatına göre başarılı bir ürün,fiyat,pozitif
Bi öğrenci için uygun fiyat ve performans,fiyat,pozitif
ürün çok beğendim ..,genel,pozitif
bu fiyata cok bi performans beklemeyin tabii ama ders ve dizi icin super,fiyat,notr
bu fiyata cok bi performans beklemeyin tabii ama ders ve dizi icin super,genel,pozitif
Hızlı teslimat özenli kargolama ve ofis işleri için iyi yalnız bilgisayar çok yavaş,kargo,pozitif
Hızlı teslimat özenli kargolama ve ofis işleri için iyi yalnız bilgisayar çok yavaş,ambalaj,pozitif
Hızlı teslimat özenli kargolama ve ofis işleri için iyi yalnız bilgisayar çok yavaş,genel,pozitif
Hızlı teslimat özenli kargolama ve ofis işleri için iyi yalnız bilgisayar çok yavaş,genel,negatif
"4 gb ram idare eder, zaten sistem 3 gb da çalışıyor...",genel,notr
Yani f/p diyebilirim önce herhangi bir şeyi kurmak zorunda kalmıyorsunuz ama kurulumu ağır işledi...,genel,notr
ya bilgisayarım bozuldu acaba nerde tamir ettirebilirim,kalite,negatif
Kara cuma indirimlerinden aldım. Ucuz diye almıştım açıkçası... biraz pişmanım. Nerdeyse sürekli donuyor,fiyat,pozitif
Kara cuma indirimlerinden aldım. Ucuz diye almıştım açıkçası... biraz pişmanım. Nerdeyse sürekli donuyor,genel,negatif
acilen dönüş yaparmisiniz kargomuz geldi ama pin şifre var o ne acill,kargo,notr
acilen dönüş yaparmisiniz kargomuz geldi ama pin şifre var o ne acill,genel,negatif
Biraz yavaş ama idare eder,genel,notr
"şubat ayında aldım ,ilk başta güzeldi ama şu an donmaya başladı bile . çok kulanmıyorum da sadece arada okulla ilgili işlerde falan . :(",genel,negatif
Aldıktan sonra fiyat ucuzladı,fiyat,negatif
Herkese çanta hediye edildi neden bana çanta hediyesi yanında verilmedi...,genel,negatif
Ürün iyi güzel ama sanki biraz yavaş gibi yine de iş görür,genel,pozitif
Ürün iyi güzel ama sanki biraz yavaş gibi yine de iş görür,genel,negatif
işimi görür güzel,genel,pozitif
çok kadıyor bazen,genel,negatif
Biraz yavaş,genel,negatif
görünüşü boyutu falan bayağı iyi ancak hızıni hiç beğenmedim...,genel,pozitif
görünüşü boyutu falan bayağı iyi ancak hızıni hiç beğenmedim...,genel,negatif
Sağlam geldi ama görüntü kalitesini pek beğenemedim,kargo,pozitif
Sağlam geldi ama görüntü kalitesini pek beğenemedim,ses_goruntu,negatif
f/p biraz kasıyodu ama idare eder,genel,notr
Şarjı çabuk bitiyor onun dışında şimdlik güzel,batarya,negatif
Şarjı çabuk bitiyor onun dışında şimdlik güzel,genel,pozitif
şarj adaptörü yok lütfen şarj aletini bana tedarik edilmesini istiyorum,batarya,negatif
Sadece dizi film izleme amacıyla almıştım yavaş olduğunu düşünüyorum beklediğim performans yok,genel,negatif
"ürün çok yavaş, sorun nasil cözülür acaba",genel,negatif
ilk açılırken falan çok kasıyor geç açılıyor ama kullanılabilir,genel,negatif
pil ömrü zayıf ve çogu şey yüklenmiyor eba bile,batarya,negatif
pil ömrü zayıf ve çogu şey yüklenmiyor eba bile,genel,negatif
bir süre sonra çok donma yapıyor onun dışında iyi,genel,negatif
bir süre sonra çok donma yapıyor onun dışında iyi,genel,pozitif
Hoparlörde sıkıntı vardı geldiğinde. Çok kasıyor daha hiçbirşey yüklü olmamasına rağmen...,ses_goruntu,negatif
Hoparlörde sıkıntı vardı geldiğinde. Çok kasıyor daha hiçbirşey yüklü olmamasına rağmen...,genel,negatif
yavaş bir ürün. hızlı bir şey arıyorsanız bu değil.,genel,negatif
motoru çok çabuk ısınıyor soğutucu almanızı tavsiye ederim,genel,negatif
Markası ve uygun fiyat oluşu artısı. İnce bir laptop. Ama performans zayıf...,fiyat,pozitif
Markası ve uygun fiyat oluşu artısı. İnce bir laptop. Ama performans zayıf...,genel,pozitif
Markası ve uygun fiyat oluşu artısı. İnce bir laptop. Ama performans zayıf...,genel,negatif
Yavaş çalışıyor 😔,genel,negatif
bir keptop çantasıyla gönderilebilirdi. şimdilik kullanımı orta okul ödevleri vs küçük işler için yeterli...,genel,notr
Fiyatına göre fena değil gibi şimdilik,fiyat,notr
Youtubedan video izlerken bile kasıyor bazen memnun kalmadım ne beklediğinize bağlı.,genel,negatif
şarzi aşırı hızlı bitiyor ve kasma var yani degmez,batarya,negatif
şarzi aşırı hızlı bitiyor ve kasma var yani degmez,genel,negatif
İçinden şarj çıkmadı,batarya,negatif
Sürekli donup duruyor yorumlara bakarak almıştım ama beğenmedim hatta 2. El mi diye düşündüm,genel,negatif
İndirmek istediğim dosyalar inmiyor bilgisayar desteklemiyor diyor anlamadım yani,genel,negatif
Mouse yollanmamış hediye olarak yazıyor ama kargoda ürün yoktu,genel,negatif
biraz ağır daha şimdiden ve uykuya geçer kapanır dige beklerken sabaha kdr açık kalmış ısınmış,genel,negatif
yaa bilgsayarı sadece bir dil olarak kullana biliyoruz ayrica alala sadece beş gün oldu ve bi anda dondu...,genel,negatif
Fiyat performans ürünü kasıyor donuyor idare eder,genel,notr
donması şaşırtıyor güzel duruyor ama kullanışlı değil,genel,negatif
donması şaşırtıyor güzel duruyor ama kullanışlı değil,genel,pozitif
fiyat performans olarak gayet iyi tam öğrenci bilgisayari,fiyat,pozitif
fiyat performans olarak gayet iyi tam öğrenci bilgisayari,genel,pozitif
Kurulumunda ufak sorun yaşadım ama hallettim paketlemesi çok özenliydi gayet hızlı ben ders çalışmak için aldım...,ambalaj,pozitif
Kurulumunda ufak sorun yaşadım ama hallettim paketlemesi çok özenliydi gayet hızlı ben ders çalışmak için aldım...,genel,pozitif
yeğenim için aldık fiyatına göre süper,fiyat,pozitif
Sorunsuz geldi çok zarif ve çok şık okul ders için kesinlikle öneririm,kargo,pozitif
