yorum,aspect,sentiment
Herkesin faceid açılıyor parmak izde de aynısı oldu suan hepsini kaldırıp şifre ile kullanıyorum ne yapmalıyım,genel,notr
Hizli cihaz,genel,pozitif
Hiç sıkıntı yaşamadım güzel,genel,pozitif
Hızlı kargo güzel paketleme teşekkürler çok güzel bir telefon herkese tavsiye ederim teşekkürler Trendyol ürün sorunsuz geldi,genel,pozitif
Hızlı kargo güzel paketleme teşekkürler çok güzel bir telefon herkese tavsiye ederim teşekkürler Trendyol ürün sorunsuz geldi,kargo,pozitif
Hızlı kargo güzel paketleme teşekkürler çok güzel bir telefon herkese tavsiye ederim teşekkürler Trendyol ürün sorunsuz geldi,ambalaj,pozitif
"Hızlı kargo, özenli paketleme, orijinal ürün 👏",kargo,pozitif
"Hızlı kargo, özenli paketleme, orijinal ürün 👏",kalite,pozitif
"Hızlı kargo, özenli paketleme, orijinal ürün 👏",ambalaj,pozitif
Hızlı teslim aldım ikinci alışım teki babama teki amcama memnunlar bir sorun yok şuanda teşekkürler,genel,pozitif
Hızlı teslim aldım ikinci alışım teki babama teki amcama memnunlar bir sorun yok şuanda teşekkürler,kargo,pozitif
Hızlı teslimat  güzel paketleme güvenerek alabilirsiniz,genel,pozitif
Hızlı teslimat  güzel paketleme güvenerek alabilirsiniz,kargo,pozitif
Hızlı teslimat  güzel paketleme güvenerek alabilirsiniz,ambalaj,pozitif
Hızlı teslimmm,kargo,pozitif
Isınma sıkıntısı olmasa gayet iyi telefon,batarya,negatif
KURUMSAL FATURA KESİMİ YAPMADILAR,genel,negatif
KUTULAMA BENCE YETERSİZ! HARİCİNDE HERHANGİ BİR SIKINTISI YOK. TEŞEKKÜRLER,ambalaj,negatif
Kaliteli fiyat performans,kalite,pozitif
Kaliteli fiyat performans,fiyat,pozitif
Kamerası bi tuhaf gözlerimi sanki başka yere bakıyormuşum gibi gösteriyor. Anlamadım. Ayrıca 24 bin tl lik ürün alıyoruz 25 krş luk haribo gönderiyorlar. Ne ger,ses_goruntu,negatif
Kamerası bi tuhaf gözlerimi sanki başka yere bakıyormuşum gibi gösteriyor. Anlamadım. Ayrıca 24 bin tl lik ürün alıyoruz 25 krş luk haribo gönderiyorlar. Ne ger,fiyat,negatif
Kanser olmak istiyorsanız alabilir siniz ben bu kadar kötü bir satıcı bu kadar kötü bir kargo görmedim 36 bin tl ye cihaz alıyoruz kargo parası ödüyoruz birde k,kargo,negatif
Kanser olmak istiyorsanız alabilir siniz ben bu kadar kötü bir satıcı bu kadar kötü bir kargo görmedim 36 bin tl ye cihaz alıyoruz kargo parası ödüyoruz birde k,fiyat,negatif
"Kardeşim 2 yıldır kullanıyor, memnun.",genel,pozitif
Kardeşime aldım,genel,notr
Kardeşime aldım sevdi güvenilir satıcı teşekürler,genel,notr
Kardeşimin kullandığı bir ürün,genel,notr
Kargo hızlı geldi. Üründe bir problem yok. Kendi bilgilerimin bulunduğu bir fatura istiyorum fakat ulaşamıyorum firmaya.,kargo,pozitif
"Kargo ile fatura gelmedi, trendyolu aradığımda sorun olmayacağını söylediler ama telefonu satma halinde hoş bir durum değil. Telefon bilindiği gibi. Memnunum",genel,negatif
"Kargo ile fatura gelmedi, trendyolu aradığımda sorun olmayacağını söylediler ama telefonu satma halinde hoş bir durum değil. Telefon bilindiği gibi. Memnunum",kargo,negatif
Kargo paketlemesi gerçekten çok kötü. Birçok kişide memnun değil fakat halen ısrarla dikkat edilmiyor. Telefon tam korumalı bir jelatinle kaplı değildi malesef,genel,negatif
Kargo paketlemesi gerçekten çok kötü. Birçok kişide memnun değil fakat halen ısrarla dikkat edilmiyor. Telefon tam korumalı bir jelatinle kaplı değildi malesef,kargo,negatif
Kargo paketlemesi gerçekten çok kötü. Birçok kişide memnun değil fakat halen ısrarla dikkat edilmiyor. Telefon tam korumalı bir jelatinle kaplı değildi malesef,ambalaj,negatif
Kargo pat pat olmadan gelmiş bu tarz bir gönderi kanımca doğru değil. Şimdilik ürün sorunsuz 7 pula dan eşleşme yaptım oldu şükür.sağlıkla huzurla bereketle uzu,kargo,pozitif
Kargo çok  onun dısşında sorun yok,kargo,pozitif
Kargo çok geç geldi,kargo,negatif
Kargo çok hızlıydı 2 güne elime ulaştı. Hasarsız ve temiz bir şekilde geldi.  Çok beğendim çok zarif ve güzel bir telefon almak isteyenler tereddütsüz alsınlar,genel,pozitif
Kargo çok hızlıydı 2 güne elime ulaştı. Hasarsız ve temiz bir şekilde geldi.  Çok beğendim çok zarif ve güzel bir telefon almak isteyenler tereddütsüz alsınlar,kargo,pozitif
Kargo çok hızlıydı 2 güne elime ulaştı. Hasarsız ve temiz bir şekilde geldi.  Çok beğendim çok zarif ve güzel bir telefon almak isteyenler tereddütsüz alsınlar,ambalaj,pozitif
Kargo çok zor ulaştı kutu da ezilmişti,kargo,negatif
Kargo çok zor ulaştı kutu da ezilmişti,ambalaj,negatif
Kargo özenliydi. Telefon zaten güzel 👍🏻,kargo,pozitif
Kargodan dolayı1 yıldız  Aras kargo Anamur şubesi tebrikler .Adrese gelmeden teslim edemedik diye mesaj atıyor. Baya ilerletmisler meslek ahlakını.🤔🤔🤔🤔,kargo,negatif
Kargolama baştan savma yapıldı ama ürüne Allahtan hiçbir zarar gelmeden elime ulaştı,kargo,negatif
Kargolama çok kötü yani 38.binlik telefon alınıyor kutuya katıp gönderiliyor bu kadar da özensiz paketleme olamaz ya kılıfı ayrı sayfadan aldım şans eseri sağla,kargo,negatif
Kargolama çok kötü yani 38.binlik telefon alınıyor kutuya katıp gönderiliyor bu kadar da özensiz paketleme olamaz ya kılıfı ayrı sayfadan aldım şans eseri sağla,ambalaj,negatif
Kargolama çok kötü. Telefon hiç koruyucuya sarılmamış bile. Kutu telefon için büyüktü ve ezilmişti. Onun dışında telefon sorunsuz gözüküyor. Daha özen beklerdim,kargo,negatif
Kargolama çok kötü. Telefon hiç koruyucuya sarılmamış bile. Kutu telefon için büyüktü ve ezilmişti. Onun dışında telefon sorunsuz gözüküyor. Daha özen beklerdim,ambalaj,negatif
Kargolamada sıkıntı var önemsizce yapılmış kutusu ile paketlenmiş herhangi bir önlem alınmamış hiç memnun kalmadım,genel,negatif
Kargolamada sıkıntı var önemsizce yapılmış kutusu ile paketlenmiş herhangi bir önlem alınmamış hiç memnun kalmadım,kargo,negatif
Kargolamada sıkıntı var önemsizce yapılmış kutusu ile paketlenmiş herhangi bir önlem alınmamış hiç memnun kalmadım,ambalaj,negatif
Kargonun korunaklılığı hiç yeterli değildi.,kargo,negatif
Kargonun korunaklılığı hiç yeterli değildi.,ambalaj,negatif
Karşılaması zayıftı ama ürün sağlam geldi. Kargolamayı daha sağlam yapmanızı tavsiye ederim. ürün orijinal ürün güvenir.,genel,pozitif
Karşılaması zayıftı ama ürün sağlam geldi. Kargolamayı daha sağlam yapmanızı tavsiye ederim. ürün orijinal ürün güvenir.,kargo,pozitif
Karşılaması zayıftı ama ürün sağlam geldi. Kargolamayı daha sağlam yapmanızı tavsiye ederim. ürün orijinal ürün güvenir.,kalite,pozitif
Kenarları çabuk silindi,genel,negatif
Kendim için aldım çok iyi 👍,genel,pozitif
Kesimlikle almayın aldırmayın telefon arızalandı garantiye gönderdim cihazda daha önce işlem yapılmış diye garanti dışı kaldı trendyol kabul etmiyor 38 bin tlm,genel,negatif
Kesinlikle alın çok iyi bir korktum ama beklediğimden iyi geldi kutusu sağlamdı hasar yoktu teşekkürler:)),kalite,pozitif
Kesinlikle alın çok iyi bir korktum ama beklediğimden iyi geldi kutusu sağlamdı hasar yoktu teşekkürler:)),ambalaj,pozitif
Korkarak almıştım sorunsuz geldi paketleme de güzel tavsiye ederim,genel,pozitif
Korkarak almıştım sorunsuz geldi paketleme de güzel tavsiye ederim,ambalaj,pozitif
Kullandıktan sonra yorumu güncellerim şu an için güzel,genel,pozitif
Kullanış da gayet beğendim ben 36.000 TL’ye almıştım şu an bayağı fiyatlar artmış ama kullanışlı biraz küçük geldi ilk başta diğer kullandığım telefona göre ama,genel,pozitif
Kullanış da gayet beğendim ben 36.000 TL’ye almıştım şu an bayağı fiyatlar artmış ama kullanışlı biraz küçük geldi ilk başta diğer kullandığım telefona göre ama,fiyat,notr
Kutudan Fatura çıkmadı benimle iletişime geçmenizi istiyorum,genel,negatif
Kutunun içinde garanti belgesi yok,genel,negatif
Kutunun içinden fatura çıkmadı faturası nerde acaba nasıl ulaşırım,genel,negatif
Kutuya bile koymamışlar böyle sarıp göndermişler.,genel,negatif
Kutuya bile koymamışlar böyle sarıp göndermişler.,kalite,negatif
Kız kardeşime aldım çok memnun,genel,pozitif
Kızıma hediye aldım güle güle kullansın..Zaten ürün harika  bu kadar kısa sürede sorunsuz elimize ulaştı satıcıya teşekkür ederiz..,genel,pozitif
Kızıma hediye olarak aldım 2 aydır kullanıyor. Çok memnun. Kaliteli telefon kesinlikle. Hızlı şarj oluyor ve uzun süre şarjı gidiyor.,genel,pozitif
Kızıma hediye olarak aldım 2 aydır kullanıyor. Çok memnun. Kaliteli telefon kesinlikle. Hızlı şarj oluyor ve uzun süre şarjı gidiyor.,kalite,pozitif
Kızıma hediye olarak aldım 2 aydır kullanıyor. Çok memnun. Kaliteli telefon kesinlikle. Hızlı şarj oluyor ve uzun süre şarjı gidiyor.,batarya,pozitif
Malesef donuyor tuslar yazmıyor bozuk cıktı cok uzgunum ılkkez ıphon da bu soeunlarla karsılastım,genel,negatif
Malesef donuyor tuslar yazmıyor bozuk cıktı cok uzgunum ılkkez ıphon da bu soeunlarla karsılastım,kalite,negatif
Manavdan meyve almıyoruz paketlemeye özen gösterin lütfen,ambalaj,negatif
Memnun kaldım.,genel,pozitif
Memnunum 6aydır sorunsuz kullanıyorum,genel,pozitif
Merhaba kargo hiç özenli yapılmamıştı boş bir kutunun içine konulmuştu sadece kenarlarına koruma koyulması gerekirdi ki içinde elektronik bir ürün var sarsılmam,kargo,notr
Merhaba kargo hiç özenli yapılmamıştı boş bir kutunun içine konulmuştu sadece kenarlarına koruma koyulması gerekirdi ki içinde elektronik bir ürün var sarsılmam,ambalaj,notr
"Merhaba sizden almış olduğum cihazımın üst ön kısmında ekran ile kasa arasında gün ışığında ve fenerle de gözle görülür derecede bir boşluk, açıklık mevcut eski",kalite,negatif
Mükemmel bir telefon.Kullanimi kolay iyi bir tercih yapmışım.,genel,pozitif
Mükemmel bir özenli kargolama bravo,genel,pozitif
Mükemmel bir özenli kargolama bravo,kargo,pozitif
Mükemmel paketli telefon sorunsuz sıkıntısız çok iyiydi çok teşekkür ederim,genel,pozitif
Nisan ayinda aldim hala kullaniyorum sorun yok. Guvenilir. Çektiğim fotograflar kaliteli.,kalite,pozitif
O kadar para veriyosun bir adaptör  kulaklık vermiyorlar nedenn,fiyat,negatif
O kadar para veriyosun bir adaptör  kulaklık vermiyorlar nedenn,batarya,negatif
Orijinal ürün geldi teşekkür zamanında kargo teslimatı oldu teşekkürler,kargo,pozitif
Orijinal ürün geldi teşekkür zamanında kargo teslimatı oldu teşekkürler,kalite,pozitif
"Orjinal Apple ürünü,cihaz çok güzel,kızıma aldım beğenerek kullanıyor.",kalite,pozitif
Orjinal ürün geldi gayet kullanışlı güvenerek aldım teşekkürler,kalite,pozitif
Oğlum için aldım beğendim sorunsuz geldi ama şarj aleti çıkmadığı için biraz gayrıddi geldi alanlar göz önünde bulundurarak alsın derim,genel,pozitif
Oğlum için aldım beğendim sorunsuz geldi ama şarj aleti çıkmadığı için biraz gayrıddi geldi alanlar göz önünde bulundurarak alsın derim,batarya,negatif
Oğlum için almıştım kullanıyor bir sorun yok,genel,pozitif
Oğluma aldım çok beğendi bi sıkıntı yok memnun kaldık,genel,pozitif
Paket yırtık geldi sağlam kargolanmamıştı. Satıcı çok ilgisiz siyah sipariş verdim gri gönderildi alakaya maydanoz,kargo,negatif
Paket yırtık geldi sağlam kargolanmamıştı. Satıcı çok ilgisiz siyah sipariş verdim gri gönderildi alakaya maydanoz,ambalaj,negatif
Paketleme güzel kargo hızlıydı fakat ilk günden itibaren aramalarda sesim karşı tarafa gitmiyordu iade etmek zorunda kaldım üzgünüm,kargo,pozitif
Paketleme güzel kargo hızlıydı fakat ilk günden itibaren aramalarda sesim karşı tarafa gitmiyordu iade etmek zorunda kaldım üzgünüm,ses_goruntu,negatif
Paketleme güzel kargo hızlıydı fakat ilk günden itibaren aramalarda sesim karşı tarafa gitmiyordu iade etmek zorunda kaldım üzgünüm,ambalaj,pozitif
Paketleme güzeldi,ambalaj,pozitif
Paketleme harici sorunsuz geldi teşekkür ederim,ambalaj,pozitif
Paketleme iyiydi beğendim,genel,pozitif
Paketleme iyiydi beğendim,ambalaj,pozitif
Paketleme kötü -güncelleme- ; telefon çok iyi asla donmuyor kasmıyor kamerası efsane ancak şarjı çok hızlı bitiyor orijinal başlığını almama rağmen ve ısınma so,batarya,negatif
Paketleme kötü -güncelleme- ; telefon çok iyi asla donmuyor kasmıyor kamerası efsane ancak şarjı çok hızlı bitiyor orijinal başlığını almama rağmen ve ısınma so,ses_goruntu,pozitif
Paketleme kötü -güncelleme- ; telefon çok iyi asla donmuyor kasmıyor kamerası efsane ancak şarjı çok hızlı bitiyor orijinal başlığını almama rağmen ve ısınma so,ambalaj,negatif
Paketleme kötüydü buyuk kutunun icinde patpata sarılmadan oylesine konmus ve fatura garanti belgesi vs hicbir sey yok saka mı sanki manavdan domates aldım..,genel,negatif
Paketleme ve kargolama çok iyi  teslim çok hızlı kesinlikle bu satıcıdan alın herhangi bir sorun ile karşılaşmadığım için öneriyorum faturası  e postayla iletiy,kargo,pozitif
Paketleme ve kargolama çok iyi  teslim çok hızlı kesinlikle bu satıcıdan alın herhangi bir sorun ile karşılaşmadığım için öneriyorum faturası  e postayla iletiy,ambalaj,pozitif
Paketleme çok kötüydü,ambalaj,negatif
Paketleme çok özensizdi telefonun kutusunda ezikler vardı,ambalaj,negatif
Paketleme özenli ve hızlı kargo sorunsuz ürün teşekkür ederim,kargo,pozitif
Paketleme özenli ve hızlı kargo sorunsuz ürün teşekkür ederim,ambalaj,pozitif
Paketleme özenliydi,ambalaj,notr
Paketleme özensiz onun dışında sıfır kapalı kutu,ambalaj,negatif
Paketlemesi çok kötüydü telefon kutusuyla başka bi kutuya koyup göndermişler en azindan bi patpata sarılması lazımdı hasar almaması için,genel,negatif
Paketlemesi çok kötüydü telefon kutusuyla başka bi kutuya koyup göndermişler en azindan bi patpata sarılması lazımdı hasar almaması için,kalite,negatif
Paketlemesi çok özensizdi telefon normal apple mağazasından alınan gibi kapalı değil açık kutunun etrafına sadece jelatin sarılıp ısı ile yapıştırılmış. Telefon,ambalaj,negatif
"Paketlemesini beğenmedim çok sıradan gönderilmiş, ve en azından ufakta olsa bir hediye gönderilebilirdi. Bu nedenlerden ötürü puanımı düşük tuttum. Onun dışında",ambalaj,negatif
Paketlenmesi özenliydi beklediğim gibi geldi 3 günde elime ulaştı,kargo,pozitif
Paketlenmesi özenliydi beklediğim gibi geldi 3 günde elime ulaştı,ambalaj,notr
Pakette fatura veya garanti belgesi yok. Ayrıca paketleme özensiz. Garanti belgesinin e faturadaki QR kodda gözüktüğünü söylüyorlar fakat orada da gözükmüyor.,genel,negatif
Patpata bile sarılmamış dümdüz poşete sarılmış şekilde geldi yolda 500 takla atmıştır eminim,genel,negatif
"Pil sağlığı çok hızlı bir şekilde düştü ,ara sıra şebeke sorunu yaşıyorum ve telefonla konuşurken sesim bazen gitmiyor karşı tarafın seside bazen gelmiyor",genel,negatif
"Pil sağlığı çok hızlı bir şekilde düştü ,ara sıra şebeke sorunu yaşıyorum ve telefonla konuşurken sesim bazen gitmiyor karşı tarafın seside bazen gelmiyor",batarya,negatif
"Pil sağlığı çok hızlı bir şekilde düştü ,ara sıra şebeke sorunu yaşıyorum ve telefonla konuşurken sesim bazen gitmiyor karşı tarafın seside bazen gelmiyor",ses_goruntu,negatif
SAKIN BURDAN ALMAYIN YEMİN EDİYORUM SEYYAR SATICIDAN 2. EL ALSAYDIM DAHAÇABUK İLGİLENİRLERDİ. 2 HAFTADA BATARYASI ŞİŞTİ EKRAN YERİNDEN ÇIKTI. APPLE DESTEK OLMUY,genel,negatif
SAKIN BURDAN ALMAYIN YEMİN EDİYORUM SEYYAR SATICIDAN 2. EL ALSAYDIM DAHAÇABUK İLGİLENİRLERDİ. 2 HAFTADA BATARYASI ŞİŞTİ EKRAN YERİNDEN ÇIKTI. APPLE DESTEK OLMUY,batarya,negatif
SAKIN BURDAN ALMAYIN YEMİN EDİYORUM SEYYAR SATICIDAN 2. EL ALSAYDIM DAHAÇABUK İLGİLENİRLERDİ. 2 HAFTADA BATARYASI ŞİŞTİ EKRAN YERİNDEN ÇIKTI. APPLE DESTEK OLMUY,ses_goruntu,negatif
SORUNSUZ DÜZGÜN PAKETLEME VE HIZLI TESLİMAT İLE TESLİM ALDIM KULLANIYORUM SATICIYA VE TEREND YOLA TEŞEKKÜR EDERİM,kargo,pozitif
SORUNSUZ DÜZGÜN PAKETLEME VE HIZLI TESLİMAT İLE TESLİM ALDIM KULLANIYORUM SATICIYA VE TEREND YOLA TEŞEKKÜR EDERİM,ambalaj,pozitif
Samsung Kalitesi,kalite,pozitif
Samsung kalitesine  yakışmayan bir cihaz  ucuz diye almayın aynı paraya Xiaomi redmi note serisi bir telefon tercih edin,genel,negatif
Samsung kalitesine  yakışmayan bir cihaz  ucuz diye almayın aynı paraya Xiaomi redmi note serisi bir telefon tercih edin,kalite,negatif
Samsung kalitesine  yakışmayan bir cihaz  ucuz diye almayın aynı paraya Xiaomi redmi note serisi bir telefon tercih edin,fiyat,pozitif
Samsıngun en iyi telefonu hızlı geldi,kargo,pozitif
Sarji üç saat dayanıyor malesef beğenmedim kesinlikle almayınız,genel,negatif
Sarji üç saat dayanıyor malesef beğenmedim kesinlikle almayınız,batarya,negatif
Satıcı hariç iyi,genel,pozitif
Satıcıya güvenerek alabilirsiniz uzun süredir kullanıyoruz bir sıkıntı çıkmadı kutusu gayet iyi geldi,genel,pozitif
Satıcıya güvenerek alabilirsiniz uzun süredir kullanıyoruz bir sıkıntı çıkmadı kutusu gayet iyi geldi,ambalaj,pozitif
Satılan ürünlerde yani telefon bildiğim kadarıyla şarj kablosu ve başlığı olur lakin bunda kablo var başlık yok işinizi daha düzgün yapmanızı tavsiye ediyorum i,genel,pozitif
Sağ sağlam geldi teşekkür ederim sıkıntısız çok memnun kaldım,genel,pozitif
Sağ sağlam geldi teşekkür ederim sıkıntısız çok memnun kaldım,kalite,pozitif
Sağlam geldi 2 aydır kullanıyorum bir sıkıntı yok,kalite,pozitif
Sağlıklı bir şekilde geldi teşekkürler.,genel,pozitif
Severek kullanıyoruz 👌🏼,genel,pozitif
Sevgili Eşime Hediye aldım çok beğendi teşekkür ederim trendyol & teknosa hızlı kargo harika iphone,genel,pozitif
Sevgili Eşime Hediye aldım çok beğendi teşekkür ederim trendyol & teknosa hızlı kargo harika iphone,kargo,pozitif
Siparişi verdikten sonra tam 1 gün içinde teslim edildi. Fakat ürün 1 ay sonra ışıkta titreme yaparak hata vermeye başladı. Teknik servise verdim sorun görülmed,kargo,notr
Siyah söylemiştim farklı bir renk geldi,kalite,negatif
Sonunda aldım gayet güzel bir şekilde hiçbir sıkıntısı olmadan kullanıyorum bazı kurumsal mağazalarda çok çok daha ucuza aldım bunun için Trendyol a çok teşekkü,fiyat,pozitif
Sorunsuz bir şekilde geldi.,genel,pozitif
Sorunsuz bir şekilde teslim aldım teşekkürler telefon çok güzel kardeşime aldık 33809.02 ye aldım :),kargo,pozitif
Sorunsuz elime ulaştı,kargo,pozitif
Sorunsuz elime ulaştı beğendim telefonu ama 20. gün kapandi kendi kendine servise yolladım ve bir aydır telefonsuzum bir aydan sonra arayıp telefonun yapilamica,genel,negatif
Sorunsuz elime ulaştı beğendim telefonu ama 20. gün kapandi kendi kendine servise yolladım ve bir aydır telefonsuzum bir aydan sonra arayıp telefonun yapilamica,kargo,negatif
Sorunsuz geldi,genel,pozitif
"Sorunsuz geldi , tavsiye ederim",genel,pozitif
Sorunsuz geldi eşim icin aldık cok memnun,genel,pozitif
Sorunsuz geldi eşim için hediye almıştım,genel,pozitif
Sorunsuz kullanıyorum paketleme çok güzeldi sorunsuz ve hızlı geldi teşekkürler 👌🏽,kargo,pozitif
Sorunsuz kullanıyorum paketleme çok güzeldi sorunsuz ve hızlı geldi teşekkürler 👌🏽,ambalaj,pozitif
Sorunsuz ulaştı,genel,pozitif
Sorunsuz ulaştı çok güzel teşekkür ederim,genel,pozitif
Sorunsuz ve hızlı teslimat .,kargo,pozitif
Sorunsuz şekilde elime ulaştı satıcıya teşekkür ederim her şey mükemmel,genel,pozitif
Sorunsuz şekilde elime ulaştı satıcıya teşekkür ederim her şey mükemmel,kargo,pozitif
Sorunsuz şekilde elimize ulaştı ayrıca telefon kılıfı hediyesi için teşekkür ederiz 🙏,genel,pozitif
Süperrr bayıldım kargo güzeldi telefon sorunsuz,genel,pozitif
Süperrr bayıldım kargo güzeldi telefon sorunsuz,kargo,pozitif
Sürekli sorun çıkarıyo delirtiyor ya sabrediyorum bakalım nereye kadar,genel,negatif
Sıfır kutu aldığım halde ürün sanki yenilenmiş bir cihaz . iPhone’un göre yavaş bazen dokunmatiği basmıyor böyle bir şey olamaz güya Teknosa güvenilir bir satıc,genel,negatif
Sıfır kutu aldığım halde ürün sanki yenilenmiş bir cihaz . iPhone’un göre yavaş bazen dokunmatiği basmıyor böyle bir şey olamaz güya Teknosa güvenilir bir satıc,kalite,negatif
Sıfır kutuyu ben açtığım halde kenarı çizik geldi medya market satıcıdan aldım iademin gerçekleşmesini istiyorum.,kalite,negatif
Sıkıntısız bir şekilde geldi herhangi bir problem olmadı rahatlıkla alabilirsiniz,genel,pozitif
TEKNOSA DEFOLU ÜRÜN GÖNDERMİŞ. ARKADAŞLAR DİKKAT EDİN. SIFIR DİYE ALDIM. LENSLERİN OLDUĞU KISIMDA DARBE  İZLERİ MEVCUT.TEKNOSA İNSANLARI KANDIRARAK MI TİCARET Y,kalite,negatif
Tafsiye ederim istediğimiz gibi geldi memnunuz,genel,pozitif
Tam belirtildiği gibi satıcıya teşekkürler,genel,pozitif
Tam fiyat performans ürünü,fiyat,pozitif
Tam istediğim gibi hiç düşünmeden alabilirsiniz,genel,pozitif
Teknosa satısından aldım trendyol satıcısından geldi ayrıca faturası yok Allah’tan e faturası var fakat trendyol olarak geçiyor ve hiç bişeye sarılmamış küçücük,genel,negatif
Teknosadan sakın almayın sıfır ürünün flaş bölgesinde toz çıktı degişim yapmıyor servise gönderiyor,genel,negatif
Telefon  fotoğraf çekimi falan iyi sorun yok ama ısınıyor sıfır telefon nasıl ısınır dört yıl kullandığım telefon da böyle ısınma gibi bir durum olmadı,batarya,negatif
Telefon  fotoğraf çekimi falan iyi sorun yok ama ısınıyor sıfır telefon nasıl ısınır dört yıl kullandığım telefon da böyle ısınma gibi bir durum olmadı,ses_goruntu,pozitif
Telefon bozuk,genel,negatif
Telefon bozuk,kalite,negatif
Telefon cok iyi bu fiyata alınabilecek en iyi telefon kesinlikle hem de samsung kalitesiyle..tek dezavantajı sarj adaptörü cıkmaması..onun dışında tavsiye edili,genel,pozitif
Telefon cok iyi bu fiyata alınabilecek en iyi telefon kesinlikle hem de samsung kalitesiyle..tek dezavantajı sarj adaptörü cıkmaması..onun dışında tavsiye edili,kalite,pozitif
Telefon cok iyi bu fiyata alınabilecek en iyi telefon kesinlikle hem de samsung kalitesiyle..tek dezavantajı sarj adaptörü cıkmaması..onun dışında tavsiye edili,fiyat,pozitif
Telefon daha kullanmadım ama köpükle balonla bilmem neyle gönder kardeşim öyle kartona sarıp yollamışlar,genel,negatif
"Telefon dün elimize ulaştı, asla özenli bir kargo olmamıştı. Sonuçta teknolojik bir alet olduğu için telefona ayrı bir özen verilir diye düşünmüştük. Şansa tele",kargo,negatif
Telefon geldi ama faturası nıye yok. Garantisini nasıl başlatacaz,genel,negatif
Telefon güzel  hatasız iyi paketlenmiş teşekürler,ambalaj,pozitif
Telefon güzel boyutu falan da aşırı büyük değil babama aldık samsung kalitesi şaşırtmadı 🤌🏻( kargo da güzel paketleme yapmış),kargo,pozitif
Telefon güzel boyutu falan da aşırı büyük değil babama aldık samsung kalitesi şaşırtmadı 🤌🏻( kargo da güzel paketleme yapmış),kalite,pozitif
Telefon güzel boyutu falan da aşırı büyük değil babama aldık samsung kalitesi şaşırtmadı 🤌🏻( kargo da güzel paketleme yapmış),ambalaj,pozitif
Telefon güzel de paketleme konusunda biraz sıkıntılı.Sağlam geldi ve hızlı ulaştı.Paketlemeyide biraz daha özenli yaparsanız bi problem yok,kalite,pozitif
Telefon güzel de paketleme konusunda biraz sıkıntılı.Sağlam geldi ve hızlı ulaştı.Paketlemeyide biraz daha özenli yaparsanız bi problem yok,ambalaj,negatif
Telefon güzel paketleme çok kötü kargo çok geç geldi,kargo,negatif
Telefon güzel paketleme çok kötü kargo çok geç geldi,ambalaj,negatif
Telefon hakkında yorumum yok zaten belli Iphone kalitesi ancak satıcı garanti belgesini göndermedi kutu içerisinde herhangi bir garanti belgesi fatura yok ileti,kalite,negatif
Telefon iyi ama şarjdayken çok ısınıyor,batarya,negatif
Telefon ne zaman alsam pişman değilim teşekkürler Trendyol,genel,pozitif
Telefon sağlam geldi ama 38.000 alıyorsun yanında kılıf hediye edilebilirdi,kalite,pozitif
Telefon sorunusuz bir şekilde geldi  Paketleme çok iyidi Eşime aldım çok beğendi çok şuan,ambalaj,pozitif
Telefon çok güzel geldi beğendim tavsiye ediyorum,genel,pozitif
Telefon çok iyi özellikle Şarj konusunda çok memnun kaldım,genel,pozitif
Telefon çok iyi özellikle Şarj konusunda çok memnun kaldım,batarya,pozitif
Telefon şarj adaptörü neden yok çıkmadı kutudan,genel,negatif
Telefon şarjdayken dokunmatik çalışmıyor :( böyle birşey olabilir mi.,kalite,negatif
Telefon şarjdayken dokunmatik çalışmıyor :( böyle birşey olabilir mi.,batarya,negatif
Telefona söylenecek lafım yok ztn paketleme falan iyiydi ama tam 5 günde geldi ondan dolayı 2 yaldız,kargo,notr
Telefonu alalı 2 ay oldu. Birden şarj kesildi telefon şarj etmeyince garantiye gönderdim telefonumda donanımsal hata olduğunu söylediler tüm donanımsal parçalar,batarya,negatif
Telefonu alalı bir yıl yeni doldu fakat pil seviyesi aldığım ilk aydan itibaren düşmeye başladı ve Şuan %85 yalnızca kendi şarj adaptörü mlr şarj ettim özen gös,batarya,negatif
Telefonu aldım normalde benim bildiğim sıfır telefon alınca kutunun arkasında açma yeri oluyor bu telefonda yoktu,ambalaj,notr
Telefonu aldığımız ilk günden güncelleme ilk gün bile kasıyo arkadaşlar:D,genel,negatif
Telefonu henüz kullanmadık iyi görünüyor şimdilik. fakat içerisinde neden şarj adaptörü yok anlamış değilim sadece kablo var onun da iki ucu da aynı neden norma,genel,notr
Telefonu teslim aldık 2 gündür kullanıyoruz bir sıkıntı yok. Ancak kargo çok kötü ezilmiş bir vaziyette geldi. Trendyol gibi bir sitenin paketlemesine dikkat et,kargo,negatif
Telefonu teslim aldık 2 gündür kullanıyoruz bir sıkıntı yok. Ancak kargo çok kötü ezilmiş bir vaziyette geldi. Trendyol gibi bir sitenin paketlemesine dikkat et,ambalaj,negatif
Telefonu yaklaşık bir ay önce aldım ve ciddi isinma problemi var telefonda. Bu sorun tüm İphonelarda var mi yoksa bana arızalı telefon mu gönderildi bilmiyorum.,kalite,negatif
Telefonu yaklaşık bir ay önce aldım ve ciddi isinma problemi var telefonda. Bu sorun tüm İphonelarda var mi yoksa bana arızalı telefon mu gönderildi bilmiyorum.,batarya,negatif
Telefonu çok beğendim bu kadar kullanışlı olacağını ummuyordum,genel,pozitif
