yorum,aspect,sentiment
güzel  kyllanışlı,genel,pozitif
Altı ay oldu alalı üç ay sonra kendiliğinden kapandı garantiye yolladım bir hafta içinde geldi. şimdi tekrar kendiliğinden kapandı yolladım bir kaç arıza saydıl,genel,negatif
müthiş bu fiyata bu performans harika kendime aldım birde komşuma önerdim ona da aldık,fiyat,pozitif
müthiş bu fiyata bu performans harika kendime aldım birde komşuma önerdim ona da aldık,genel,pozitif
Bugün geldi bi tık yavaş ama gayet güzel saglam bi şekilde ulaştı fare içinde ayrıca teşekkür ederim,kargo,pozitif
Bugün geldi bi tık yavaş ama gayet güzel saglam bi şekilde ulaştı fare içinde ayrıca teşekkür ederim,genel,negatif
Bugün geldi bi tık yavaş ama gayet güzel saglam bi şekilde ulaştı fare içinde ayrıca teşekkür ederim,genel,pozitif
Kargo gayet hızlıydı paketleme de iyiydi.Cok ağır bilgisayar işleriyle uğraşmayacağım için ideal.Satıcıya teşekkür ederim.:),kargo,pozitif
Kargo gayet hızlıydı paketleme de iyiydi.Cok ağır bilgisayar işleriyle uğraşmayacağım için ideal.Satıcıya teşekkür ederim.:),ambalaj,pozitif
Kargo gayet hızlıydı paketleme de iyiydi.Cok ağır bilgisayar işleriyle uğraşmayacağım için ideal.Satıcıya teşekkür ederim.:),genel,pozitif
ürün süper  paketleme harika,genel,pozitif
ürün süper  paketleme harika,ambalaj,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,kargo,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,ambalaj,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,fiyat,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,genel,pozitif
güzel beğendim İnşallah bi sorun olmaz,genel,pozitif
güzel ürünl,genel,pozitif
Fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,fiyat,pozitif
Fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,genel,pozitif
Fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,batarya,pozitif
Süper değil ama güzel ben dizi izlemek için aldım işimi görüyor,genel,pozitif
hiç güzel değil,genel,negatif
"yorum yapmadan önce 5 gün kullandım. cihaz çabuk ısınıyor, şarjı iyi gidiyor, daha çoğu şey indirmememe rağmen kasıyor biraz. bu yüzden bir puan kırdım. genel o",genel,negatif
"yorum yapmadan önce 5 gün kullandım. cihaz çabuk ısınıyor, şarjı iyi gidiyor, daha çoğu şey indirmememe rağmen kasıyor biraz. bu yüzden bir puan kırdım. genel o",batarya,pozitif
Öğrenci işi güzel,genel,pozitif
aldım ama hâlâ doğru düzgün kullanmadım sanki yavaş çalışıyor açıkçası keşke mağazasından alsaydım diyorum kurulumunu yanlış yapmışta olabilirim,genel,negatif
fiyatına göre gayet iyi,fiyat,pozitif
fiyatına göre gayet iyi,genel,pozitif
iyi kullanisli,genel,pozitif
Ürün bir günde elime ulaştı paketleme vs gayet iyiydi iki saat falan uğraştım ısınıyor normla mi bilmiyrpum ama .,kargo,pozitif
Ürün bir günde elime ulaştı paketleme vs gayet iyiydi iki saat falan uğraştım ısınıyor normla mi bilmiyrpum ama .,ambalaj,pozitif
Ürün bir günde elime ulaştı paketleme vs gayet iyiydi iki saat falan uğraştım ısınıyor normla mi bilmiyrpum ama .,genel,negatif
Müzik ve fılıme bıre bır,genel,pozitif
güzel memnunuz kardesime aldik,genel,pozitif
Bir süredir kullanıyorum çok memnunum,genel,pozitif
"..,?!?,…,,???!!",genel,notr
Beğendim bayadır kullanıyorum iş görür. Bir puanıda bir kaç saat açık kalınca arada yeniden başlatmak gerekiyor kasıyor ve görüntü gidiyor ordan kırdım.,genel,pozitif
Beğendim bayadır kullanıyorum iş görür. Bir puanıda bir kaç saat açık kalınca arada yeniden başlatmak gerekiyor kasıyor ve görüntü gidiyor ordan kırdım.,genel,negatif
Beğendim bayadır kullanıyorum iş görür. Bir puanıda bir kaç saat açık kalınca arada yeniden başlatmak gerekiyor kasıyor ve görüntü gidiyor ordan kırdım.,ses_goruntu,negatif
fiyatına göre çok iyii,fiyat,pozitif
fiyatına göre çok iyii,genel,pozitif
Fiyata göre performansi iyi. Cederon yine düşünmeyin yeni nesil işlemci ve ssd hdd var. Bilgisayar ortama hızda. Casper marka iyi. Firma ürününün arkasında duru,fiyat,pozitif
Fiyata göre performansi iyi. Cederon yine düşünmeyin yeni nesil işlemci ve ssd hdd var. Bilgisayar ortama hızda. Casper marka iyi. Firma ürününün arkasında duru,genel,pozitif
iyi kullanışlı bir ürün,genel,pozitif
Fiyat performans olarak güzel sadece bir tık yavaş gibi geldi bana,fiyat,notr
Fiyat performans olarak güzel sadece bir tık yavaş gibi geldi bana,genel,negatif
Vasat ürün,genel,negatif
Merhaba sizden yeni aldığım Casper Nirvana bilgisayarın resmi web sitesinde şarj süresi 8-10 arasında belirtiliyor ancak maximum 4 saat sonunda şarjı bitiyor. N,batarya,negatif
Görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,ses_goruntu,negatif
Görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,ses_goruntu,pozitif
Görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,genel,pozitif
Ürün güzel ve hızlı geldi teşekkür ediyorum,genel,pozitif
Ürün güzel ve hızlı geldi teşekkür ediyorum,kargo,pozitif
acil ihtiyacım olduğu için aldım genel olarak memnunum ince ve kibar bir tasarımı var kullanımı keyifli görsel olarak da hoş,genel,pozitif
Öğrenci indirimiyle aldım,fiyat,notr
Uzun zamandır kullanıyorum memnunum,genel,pozitif
idare eder,genel,notr
ürünün görünüş fena değil ama hiçbişey yüklü değil. Herşeyi kendin indiriyosun,genel,notr
ürünüm elime ulaştı fakat şarj cihazı ile ilgili bir sorun var bu konu hakkında yardımcı olabilir misiniz. şarj olmuyor.,kargo,pozitif
ürünüm elime ulaştı fakat şarj cihazı ile ilgili bir sorun var bu konu hakkında yardımcı olabilir misiniz. şarj olmuyor.,batarya,negatif
Günlük kullanım için ideal,genel,pozitif
günlük kullanım için gayet ideal bir ürün fiyat performans ürünü diyebilirim. çok yüksek bir performans beklemeyin derim.,fiyat,notr
günlük kullanım için gayet ideal bir ürün fiyat performans ürünü diyebilirim. çok yüksek bir performans beklemeyin derim.,genel,pozitif
diski biraz düşük,genel,negatif
Yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,ambalaj,pozitif
Yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,kalite,pozitif
Yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,genel,pozitif
ben indirdimdeyken aldım gayet iyi iş görür,fiyat,pozitif
ben indirdimdeyken aldım gayet iyi iş görür,genel,pozitif
beğendim beklediğim gibi geldi,genel,pozitif
Gayet güzel,genel,pozitif
Kargo aşırı hızlıydı ben ilçede oturuyorum siparişimin ertesi günü geldi.  Ben pek anlamam bilgisayar özelliklerinden baktığım zaman öyle hoş yani,kargo,pozitif
beklediğimden iyi geldi çok iyi paketlenmiş,genel,pozitif
beklediğimden iyi geldi çok iyi paketlenmiş,ambalaj,pozitif
Bir puanı ses kalitesinden kırdım sanki sesi çok az geliyor yüksek seste müzik dinlemek isteyenler için ekstra ses sistemi hopörlörü gerekecek tasarımı kullanım,ses_goruntu,negatif
resimdeki gibi henüz herhangi bir sıkıntı yaşamadım,genel,notr
ürünü beğendim paketlemesi çok iyiydi  ders çalışmak için çok güzel bir bilgisayar,genel,pozitif
ürünü beğendim paketlemesi çok iyiydi  ders çalışmak için çok güzel bir bilgisayar,ambalaj,pozitif
Ben okul için slayt yaparım diye aldım şuanlık iş görüyor paketleme sağlamdı,genel,notr
Ben okul için slayt yaparım diye aldım şuanlık iş görüyor paketleme sağlamdı,ambalaj,pozitif
memnun sağlam geldi teşekkürler herkese tavsiye ederim,genel,pozitif
memnun sağlam geldi teşekkürler herkese tavsiye ederim,kargo,pozitif
Ürün çok güzel teşekkür ederim hiç tereddütsüz alabilirsiniz,genel,pozitif
gayet iyi kargoda gayet güzel gelsi,genel,pozitif
gayet iyi kargoda gayet güzel gelsi,kargo,pozitif
Oğluma doğum günü hediyesi aldım çok mutlu elinden hiç düşürmüyor satıcı çok güzel kargolamış sorunsuz geldi teşekkür ederim,genel,pozitif
Oğluma doğum günü hediyesi aldım çok mutlu elinden hiç düşürmüyor satıcı çok güzel kargolamış sorunsuz geldi teşekkür ederim,kargo,pozitif
çok güzel kızlarım beyendi,genel,pozitif
Ürün hızlı bir şekilde elime ulaştı.cihaz günlük işler için gayet yeterli ve kullanışlı fazla bi şey beklemek doğru olmaz.tasarımı şık ve güzel fiyat performans,kargo,pozitif
Ürün hızlı bir şekilde elime ulaştı.cihaz günlük işler için gayet yeterli ve kullanışlı fazla bi şey beklemek doğru olmaz.tasarımı şık ve güzel fiyat performans,genel,pozitif
Ürün hızlı bir şekilde elime ulaştı.cihaz günlük işler için gayet yeterli ve kullanışlı fazla bi şey beklemek doğru olmaz.tasarımı şık ve güzel fiyat performans,fiyat,notr
Aylar sonra yorumum. Win 11 de çok kasıyor. Win 8 de kullanıyorum. Daha akışkan oluyor. Celeron olduğu için kasmasını normal karşılıyorum. 1.1ghz hız veriyor. B,genel,notr
Aylar sonra yorumum. Win 11 de çok kasıyor. Win 8 de kullanıyorum. Daha akışkan oluyor. Celeron olduğu için kasmasını normal karşılıyorum. 1.1ghz hız veriyor. B,genel,negatif
Harika sorunsuz elime ulaştı teşekkürler,genel,pozitif
Harika sorunsuz elime ulaştı teşekkürler,kargo,pozitif
Harika walla,genel,pozitif
cok güzel tavsiye ederim,genel,pozitif
Gönül rahatlığıyla tercih edebilirsiniz. Üründen de memnunum paketlemesinden de. Teşekkürler 🙏🏻,genel,pozitif
Gönül rahatlığıyla tercih edebilirsiniz. Üründen de memnunum paketlemesinden de. Teşekkürler 🙏🏻,ambalaj,pozitif
Alıp alınabilecek en kötü bilgisayar diyebilirim ekran görüntüsü kötü ses iletimi kötü alır almaz daha açar açmaz kasmalar yaptı günlük çalışan birinin işine bi,genel,negatif
Alıp alınabilecek en kötü bilgisayar diyebilirim ekran görüntüsü kötü ses iletimi kötü alır almaz daha açar açmaz kasmalar yaptı günlük çalışan birinin işine bi,ses_goruntu,negatif
Bugün elime geçti çabuk  düzgün paketli idi şu anda kurulumunu yapıyorum satıcıya teşekkürler.,kargo,pozitif
Bugün elime geçti çabuk  düzgün paketli idi şu anda kurulumunu yapıyorum satıcıya teşekkürler.,ambalaj,pozitif
Bugün elime geçti çabuk  düzgün paketli idi şu anda kurulumunu yapıyorum satıcıya teşekkürler.,genel,notr
biraz yavaş onun dışında bir problem yok,genel,negatif
biraz yavaş onun dışında bir problem yok,genel,pozitif
Sorunsuz geldi teşekkürler,kargo,pozitif
Ürün gayet kullanışlı sadece 1 tık yavaş oda normal sağlam geldi,genel,pozitif
Ürün gayet kullanışlı sadece 1 tık yavaş oda normal sağlam geldi,genel,negatif
Ürün gayet kullanışlı sadece 1 tık yavaş oda normal sağlam geldi,kargo,pozitif
Fiyatına göre gayet başarılı bir ürün. ofis işleri için çok ideal.,fiyat,pozitif
Fiyatına göre gayet başarılı bir ürün. ofis işleri için çok ideal.,genel,pozitif
hayatımda gördüğüm en kötü bilgisayar şarjı çabuk bitiyor donuyor hiç Bir uygulamaya inmiyor,genel,negatif
hayatımda gördüğüm en kötü bilgisayar şarjı çabuk bitiyor donuyor hiç Bir uygulamaya inmiyor,batarya,negatif
Çok hızlı kargoydu dün sipariş verdim bugün elimdeydi . Güzel notunuz için teşekkür ederim 🙏 . Kardeşim kullanıyor çok memnun kardeşimden dolayı aldım,kargo,pozitif
Çok hızlı kargoydu dün sipariş verdim bugün elimdeydi . Güzel notunuz için teşekkür ederim 🙏 . Kardeşim kullanıyor çok memnun kardeşimden dolayı aldım,genel,pozitif
merhaba ben umut bir şey diyicem tek şikayetim biraz geç geldi tabi kars uzak fakat bilgisayarımı çok sevdim casper a trendyola ve babama teşekkür ederim,kargo,negatif
merhaba ben umut bir şey diyicem tek şikayetim biraz geç geldi tabi kars uzak fakat bilgisayarımı çok sevdim casper a trendyola ve babama teşekkür ederim,genel,pozitif
Ürün görseldeki gibi Fiyatı uygun çocuklar icin aldık kullanışlı uygun fiyata bilgisayar almayı düşününen için ideal tavsiye ederim.,fiyat,pozitif
Ürün görseldeki gibi Fiyatı uygun çocuklar icin aldık kullanışlı uygun fiyata bilgisayar almayı düşününen için ideal tavsiye ederim.,genel,pozitif
5 yıldız koydum ki ilklerde oldun ama kesinlikle alınmaz paranıza yazık sürekli donuyor sürekli sesi gidiyor sürekli ısınıyor sürekli bağlantı hatası yani gerek,genel,negatif
5 yıldız koydum ki ilklerde oldun ama kesinlikle alınmaz paranıza yazık sürekli donuyor sürekli sesi gidiyor sürekli ısınıyor sürekli bağlantı hatası yani gerek,ses_goruntu,negatif
Güzel beğendim,genel,pozitif
merhaba aldığım ürünün garantisine nasıl ulaşabilirim,genel,notr
Ürün mükemmel çok hızlı kaliteli tasarım şık fıyatıda uygun,genel,pozitif
Ürün mükemmel çok hızlı kaliteli tasarım şık fıyatıda uygun,kalite,pozitif
Ürün mükemmel çok hızlı kaliteli tasarım şık fıyatıda uygun,fiyat,pozitif
sorunsuz tskler,genel,pozitif
mükkemmel bi bilgisayar 3 ay oldu alalı kullananlı daha pratik bişi isterseniz daha küçük boyutlu veya tablet bakabilirsiniz ama bu mükemmel 1 yıl oldu kullanıy,genel,pozitif
Fiyatına göre en iyisi,fiyat,pozitif
Fiyatına göre en iyisi,genel,pozitif
Kargom geldi çok beğendik fiyat performans ürünü,kargo,pozitif
Kargom geldi çok beğendik fiyat performans ürünü,genel,pozitif
Kargom geldi çok beğendik fiyat performans ürünü,fiyat,notr
teşekkürler,genel,notr
bilgisayar güzel paketli geldi kullandığımda guncellerim,ambalaj,pozitif
bilgisayar güzel paketli geldi kullandığımda guncellerim,genel,notr
Çok iyi çok güzel,genel,pozitif
yazı yazıyosunuz 10 saniye sonra gözüküyor ekranda videolar donuyor iade edeceğim 5 yıldız üstte görünsün diye veriyorum,genel,negatif
Beğendim severek kullanıyorum,genel,pozitif
fiyat performans ürünü çok güzel iş için aldım,fiyat,notr
fiyat performans ürünü çok güzel iş için aldım,genel,pozitif
"casper kalitesi, görüntü, ses gayet iyi, beğendim, bundan önceki laptopumda casperdi",kalite,pozitif
"casper kalitesi, görüntü, ses gayet iyi, beğendim, bundan önceki laptopumda casperdi",ses_goruntu,pozitif
"casper kalitesi, görüntü, ses gayet iyi, beğendim, bundan önceki laptopumda casperdi",genel,pozitif
Sorunsuz geldi güzel ürün,kargo,pozitif
Sorunsuz geldi güzel ürün,genel,pozitif
ders ve çalışma için 10 numara,genel,pozitif
görüntü güzel ama arada kasıyor çok yüklenmeden arada kullanacağın bir ürün,ses_goruntu,pozitif
görüntü güzel ama arada kasıyor çok yüklenmeden arada kullanacağın bir ürün,genel,negatif
Tam bir fiyat performans ürünü.Ders çalışmak ve Office programlarını kullanmak için almıştım.İşimi görecek kalitede.,fiyat,notr
Tam bir fiyat performans ürünü.Ders çalışmak ve Office programlarını kullanmak için almıştım.İşimi görecek kalitede.,genel,pozitif
arada sırada kasıyor,genel,negatif
ben sunum için kullanıyorum işime yarıyor. büyüklüğü iyi,genel,pozitif
teşekkürler.  herşey yolunda 6 aydır kullanıyorum,genel,pozitif
"Tek kelime ile harika, kaplaması ambalajı, kargoya veriliş hızı mükemmel",genel,pozitif
"Tek kelime ile harika, kaplaması ambalajı, kargoya veriliş hızı mükemmel",ambalaj,pozitif
"Tek kelime ile harika, kaplaması ambalajı, kargoya veriliş hızı mükemmel",kargo,pozitif
oğlum için aldım çok güzel tavsiye ediyorum,genel,pozitif
çok memnum  iki üç aydır kullanıyorum tavsiye ederim ☺️,genel,pozitif
Mükkemel bir şey alın,genel,pozitif
Gayet güzel ve ideal bir genişliği var bi sıkıntısı çıkmadı şuana kadar tavsiye ederim🥰,genel,pozitif
cihazı alalı 20 gün oldu gerçekten cihaz çok güzel kullanışlı teşekkür ederim,genel,pozitif
Dün sabah sipariş verdim bugün geldi .Paketleme çok özenliydi.Kurulumu basitti. Beğendim tavsiye ederim.💯 Güncelleme: Ağustosta almıştım 4 ay geçti bir sorunla,kargo,pozitif
Dün sabah sipariş verdim bugün geldi .Paketleme çok özenliydi.Kurulumu basitti. Beğendim tavsiye ederim.💯 Güncelleme: Ağustosta almıştım 4 ay geçti bir sorunla,ambalaj,pozitif
Dün sabah sipariş verdim bugün geldi .Paketleme çok özenliydi.Kurulumu basitti. Beğendim tavsiye ederim.💯 Güncelleme: Ağustosta almıştım 4 ay geçti bir sorunla,genel,pozitif
çok beğendim fp ürünü,genel,pozitif
çok beğendim fp ürünü,fiyat,notr
ürünüm elime ulaştı gayet güzel ve kibar görseldeki gibi,kargo,pozitif
ürünüm elime ulaştı gayet güzel ve kibar görseldeki gibi,genel,pozitif
sağlam ve uygun fiyat teşekkürler,kalite,pozitif
sağlam ve uygun fiyat teşekkürler,fiyat,pozitif
ben çok beğendim ilk bilgisayarım alabilirsiniz,genel,pozitif
Casper markası zaten kendini kanıtlamış. öğrenciler için ideal pil ömrü fena değil . Fiyatına göre çok iyi.,genel,pozitif
Casper markası zaten kendini kanıtlamış. öğrenciler için ideal pil ömrü fena değil . Fiyatına göre çok iyi.,batarya,notr
Casper markası zaten kendini kanıtlamış. öğrenciler için ideal pil ömrü fena değil . Fiyatına göre çok iyi.,fiyat,pozitif
Biraz yavaş ama fiyatına göre güzel,genel,negatif
Biraz yavaş ama fiyatına göre güzel,fiyat,notr
Biraz yavaş ama fiyatına göre güzel,genel,pozitif
ürün tam bir FP ürünü eğer öğrenciyseniz çok fazla oyun oynamayacaksanız işinizi görür kasma donma yapmıyor gayet hızlı bir şekilde çalışıyor 1 aya yakın kullan,fiyat,notr
ürün tam bir FP ürünü eğer öğrenciyseniz çok fazla oyun oynamayacaksanız işinizi görür kasma donma yapmıyor gayet hızlı bir şekilde çalışıyor 1 aya yakın kullan,genel,pozitif
ders çalismak için aldım gayet güzel çalışıyor memnunum,genel,pozitif
ürün güzel iyi çalışıyor bir sıkıntı yok paketleme güzeldi,genel,pozitif
ürün güzel iyi çalışıyor bir sıkıntı yok paketleme güzeldi,ambalaj,pozitif
çok güzel çok beğendim,genel,pozitif
Yeni aldığım laptopu birkaç haftadır aktif olarak kullanıyorum ve deneyimlerimi paylaşmak istedim.  Öncelikle tasarım açısından oldukça şık ve modern bir görünü,genel,notr
Yeni aldığım laptopu birkaç haftadır aktif olarak kullanıyorum ve deneyimlerimi paylaşmak istedim.  Öncelikle tasarım açısından oldukça şık ve modern bir görünü,genel,pozitif
Paketleme için teşekkür ediyorum.,ambalaj,pozitif
Ürün gerçekten çok iyi kullanışlı sorunsuz elime ulaştı,genel,pozitif
Ürün gerçekten çok iyi kullanışlı sorunsuz elime ulaştı,kargo,pozitif
Harika.   Tavsiye ederim,genel,pozitif
çok iyi bir bilgisayar çok memnun kaldım  alın aldırın bence,genel,pozitif
Ürün en fazla dizi izlemek için kullanılır çok yavaş,genel,negatif
kız kardeşime aldım tez yazarken eski bilgisayarı kasıyordu bu bişgisayar hem güzel hem kullanışlı,genel,pozitif
ürün gerçekten iyi ders çalışmak için yeterli tavsiye ederim kız arkadaşıma aldım bı tane  bı kaç gün sonra kendime de Alicam,genel,pozitif
çok güzel çok memnunuz,genel,pozitif
çok güzel çok beğendim güzel çalışıyor,genel,pozitif
kargo sorunsuz geldi sadece Microsoft oturum açmakta sıkıntı çektim şuanda çok iyi yks için aldım ders çalışmak icin,kargo,pozitif
kargo sorunsuz geldi sadece Microsoft oturum açmakta sıkıntı çektim şuanda çok iyi yks için aldım ders çalışmak icin,genel,negatif
çok güzel çok hızlı tavsiye ederim,genel,pozitif
gercekten kaliteli ders icin aldim gayet iyi ürün,kalite,pozitif
gercekten kaliteli ders icin aldim gayet iyi ürün,genel,pozitif
fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi 🙏🏻🌸,fiyat,pozitif
fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi 🙏🏻🌸,kalite,pozitif
fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi 🙏🏻🌸,ses_goruntu,pozitif
"kesinlikle tavsiye ediyorum, çok güzel, beğendim elime çabuk ulaştı. teşekkürler",genel,pozitif
"kesinlikle tavsiye ediyorum, çok güzel, beğendim elime çabuk ulaştı. teşekkürler",kargo,pozitif
Ses kalitesi görüntü hızı mük çok tereddüt ederek aldım ama değer,ses_goruntu,pozitif
Ses kalitesi görüntü hızı mük çok tereddüt ederek aldım ama değer,genel,pozitif
çok güzel  kargo hizli ve özenliydi teşekkürler,genel,pozitif
çok güzel  kargo hizli ve özenliydi teşekkürler,kargo,pozitif
çok güzel  kargo hizli ve özenliydi teşekkürler,ambalaj,pozitif
ürün çok güzel paketlenmesi de iyiydi teşekkürler,genel,pozitif
ürün çok güzel paketlenmesi de iyiydi teşekkürler,ambalaj,pozitif
"Çok memnunum, maaşAllah fiyatina göre mükemmel.",genel,pozitif
"Çok memnunum, maaşAllah fiyatina göre mükemmel.",fiyat,pozitif
Beklediğim gibi gelmedi bilgisayar yarım saat çalışıyor kendi kendine kapanıyor ısınma dahi yok satıcı ilgisiz oyun dahi oynamadım 9000 lira verdik az para deği,genel,negatif
Şimdilik bi sorunu yok,genel,pozitif
5 mayıstan beni kulanıyorum hiçbir sorun yaşamadım şimdiye kadar tavsiye ederim  çok iyi bence 😊😊,genel,pozitif
Tam bir fiyat performans ürünü. Oldukça hızlı,fiyat,notr
Tam bir fiyat performans ürünü. Oldukça hızlı,genel,pozitif
üründe sogutulacak bir havalandirma yok -  üründe ne hikmetse bütün fişler 1cm ara ile konmuş power fişi USB HDMI lari takmak çıkarmak sorun mm rik mesafede baş,genel,negatif
Kardeşime aldık gerçekten güzel bir ürün tam bir fiyat performans ürünü,genel,pozitif
Kardeşime aldık gerçekten güzel bir ürün tam bir fiyat performans ürünü,fiyat,notr
ÜRÜN TAM ANLAMIYLA MÜKEMMEL SORUNSUZ GELDİ. KEYIFLE ALABİLİRSİNİZ SIKINTI YOK,genel,pozitif
ÜRÜN TAM ANLAMIYLA MÜKEMMEL SORUNSUZ GELDİ. KEYIFLE ALABİLİRSİNİZ SIKINTI YOK,kargo,pozitif
Fiyat performans ürünü 👌,fiyat,notr
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,fiyat,pozitif
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,genel,pozitif
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,batarya,notr
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,ambalaj,pozitif
Çok beğendim,genel,pozitif
mükemmel ürün,genel,pozitif
Tam bir fiat ürünü,fiyat,notr
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,genel,pozitif
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,ambalaj,pozitif
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,fiyat,pozitif
Yeni aldım ilk bilgisayarım sağlam geldi açtım film izlemek için aldım gayet yeterli 🤩,kargo,pozitif
Yeni aldım ilk bilgisayarım sağlam geldi açtım film izlemek için aldım gayet yeterli 🤩,kalite,pozitif
Yeni aldım ilk bilgisayarım sağlam geldi açtım film izlemek için aldım gayet yeterli 🤩,genel,pozitif
ürünü simdilik güzel daha sonra güncelerim,genel,pozitif
Ürünün paketlemesi çok guzeldi çanta şeklinde karton bi kutuda gonderdiler laptop cantasi olmasa daha taşımak açısından guzel ve özenliydi. Casper zaten bilindi,ambalaj,pozitif
Ürünün paketlemesi çok guzeldi çanta şeklinde karton bi kutuda gonderdiler laptop cantasi olmasa daha taşımak açısından guzel ve özenliydi. Casper zaten bilindi,genel,pozitif
Çok beğendim 😊,genel,pozitif
Harika paketlenmiş ürün hasarsız ulaştı elime 2 günde geldi teşekkür ediyorum,ambalaj,pozitif
Harika paketlenmiş ürün hasarsız ulaştı elime 2 günde geldi teşekkür ediyorum,kargo,pozitif
Harika paketlenmiş ürün hasarsız ulaştı elime 2 günde geldi teşekkür ediyorum,kalite,pozitif
çok güzel ❤️❤️❤️❤️,genel,pozitif
1 günde 800 tl fark olur mu,genel,notr
1 günde 800 tl fark olur mu,fiyat,notr
1 haftada geldi telefon asla bu kadar geç gelmesini beklemiyordum paket yırtıktı neyse ki telefona bir şey olmamış onun dışında telefon tabi ki efsane😄,ambalaj,negatif
1 yıl oldu alalı. Çok memnunum hiç bir sıkıntı yaşamadım.,genel,pozitif
1 yıl önce aldığım apple 11 tlf mu garanti kapsamında vatan bil yolladım onlarda kvk ya yolladılar bir ay sonra kvk servisi benim telefonumu değişim yapıp tekra,genel,notr
"1.5 senedir kullanıyorum, 8k fiyatına aldım. ilk aldığımda gayet güzeldi, hala iş görür bir telefon ancak kamerası için öyle söyleyemeyeceğim, bir tane 50mp fot",fiyat,pozitif
"1.5 senedir kullanıyorum, 8k fiyatına aldım. ilk aldığımda gayet güzeldi, hala iş görür bir telefon ancak kamerası için öyle söyleyemeyeceğim, bir tane 50mp fot",ses_goruntu,negatif
10 yıldız kızıma aldım çok beğendi,genel,pozitif
12 gundur kargom gelmedi almayin buradan telefon magduriyet yasattilar,genel,negatif
12 gundur kargom gelmedi almayin buradan telefon magduriyet yasattilar,kargo,negatif
128 gb olması iyi oldu.,genel,pozitif
1yıl oldu alalı çok memnunum rahatlıkla alabilirsiniz,genel,pozitif
2 adet aldım çok güzeldi fiyat olarak,fiyat,pozitif
2 ay olacak alalı çok güzel kullanışlı gayet de güzel paketlenmişti çok tereddüt ettim ama güzel geldi bi sorunu yok,ambalaj,pozitif
2 aydır kullanıyorum şuanlık memnunum,genel,pozitif
"2 gün önce teslim aldığım ve kurulumunu hiç yapmadığım ürün, ekranında çökme kaynaklı hatalı ürün olarak tarafıma ulaştı. Teknosa mağazasına gittiğimde ürünle i",kargo,negatif
"2 gün önce teslim aldığım ve kurulumunu hiç yapmadığım ürün, ekranında çökme kaynaklı hatalı ürün olarak tarafıma ulaştı. Teknosa mağazasına gittiğimde ürünle i",kalite,negatif
"2 gün önce teslim aldığım ve kurulumunu hiç yapmadığım ürün, ekranında çökme kaynaklı hatalı ürün olarak tarafıma ulaştı. Teknosa mağazasına gittiğimde ürünle i",ses_goruntu,negatif
2 yıl önce 35 e almış olmam,genel,notr
